id_usuario,id_curso,carreira_desejada,area_atuacao,nivel_experiencia,nivel_experiencia_num,idade,anos_experiencia,escolaridade,escolaridade_num,tempo_disponivel_semanal,nivel_curso,nivel_curso_num,carga_horaria,avaliacao_media,taxa_conclusao_media,popularidade_score,match_nivel,match_tempo,match_carreira,score_relevancia,probabilidade_conclusao,concluiu,progresso
500,10151,Engenheiro de Machine Learning,Ciência de Dados,Senior,3,48,10,Doutorado,8,5,AVANCADO,3,55,4.7,84.6,91,1.0,0.5,1.0,9.06,0.8881,1,100.0
500,10153,Engenheiro de Machine Learning,Ciência de Dados,Senior,3,48,10,Doutorado,8,5,AVANCADO,3,42,4.9,88.1,95,1.0,0.5,1.0,8.68,0.9071,1,100.0
500,10116,Engenheiro de Machine Learning,Ciência de Dados,Senior,3,48,10,Doutorado,8,5,BASICO,1,28,4.8,94.2,97,1.0,0.5,0.3,6.37,0.5564,0,16.0
501,10109,DevOps Engineer,Marketing Digital,Senior,3,31,13,Superior Completo,5,20,AVANCADO,3,45,4.8,87.5,94,1.0,1.0,1.0,9.97,0.98,1,100.0
501,10113,DevOps Engineer,Marketing Digital,Senior,3,31,13,Superior Completo,5,20,AVANCADO,3,28,4.9,87.6,93,1.0,1.0,1.0,9.79,0.89,1,100.0
501,10141,DevOps Engineer,Marketing Digital,Senior,3,31,13,Superior Completo,5,20,AVANCADO,3,32,4.7,87.3,93,1.0,1.0,0.3,6.99,0.7581,1,100.0
502,10035,Desenvolvedor Frontend,Qualidade de Software,Intermediário,2,22,2,Mestrado,7,15,INTERMEDIARIO,2,40,4.9,89.3,94,1.0,1.0,1.0,10.0,0.98,1,100.0
502,10051,Desenvolvedor Frontend,Qualidade de Software,Intermediário,2,22,2,Mestrado,7,15,INTERMEDIARIO,2,32,4.8,89.4,93,1.0,1.0,1.0,10.0,0.98,1,100.0
502,10073,Desenvolvedor Frontend,Qualidade de Software,Intermediário,2,22,2,Mestrado,7,15,BASICO,1,15,4.7,93.6,95,1.0,1.0,0.3,6.5,0.7575,0,13.5
502,10138,Desenvolvedor Frontend,Qualidade de Software,Intermediário,2,22,2,Mestrado,7,15,AVANCADO,3,38,4.8,89.1,94,0.3,1.0,0.3,5.64,0.661,0,86.3
503,10164,Analista de Segurança,Marketing Digital,Junior,1,29,0,Superior Completo,5,20,BASICO,1,35,4.8,91.6,96,1.0,1.0,1.0,9.46,0.98,1,100.0
503,10166,Analista de Segurança,Marketing Digital,Junior,1,29,0,Superior Completo,5,20,INTERMEDIARIO,2,38,4.8,89.4,94,0.3,1.0,1.0,8.15,0.98,1,100.0
503,10141,Analista de Segurança,Marketing Digital,Junior,1,29,0,Superior Completo,5,20,AVANCADO,3,32,4.7,87.3,93,0.3,1.0,0.3,5.47,0.5062,1,100.0
504,10006,Desenvolvedor Full Stack,Design,Senior,3,37,10,Ensino Médio,2,8,INTERMEDIARIO,2,35,4.6,84.0,88,1.0,0.5,1.0,9.01,0.8777,0,90.5
504,10001,Desenvolvedor Full Stack,Design,Senior,3,37,10,Ensino Médio,2,8,BASICO,1,30,4.5,85.0,88,1.0,1.0,1.0,9.6,0.98,1,100.0
504,10007,Desenvolvedor Full Stack,Design,Senior,3,37,10,Ensino Médio,2,8,AVANCADO,3,30,4.7,81.0,86,1.0,1.0,1.0,10.0,0.9581,1,100.0
504,10008,Desenvolvedor Full Stack,Design,Senior,3,37,10,Ensino Médio,2,8,AVANCADO,3,40,4.6,79.0,84,1.0,0.5,1.0,8.97,0.8332,1,100.0
504,10069,Desenvolvedor Full Stack,Design,Senior,3,37,10,Ensino Médio,2,8,AVANCADO,3,32,4.8,87.6,92,1.0,1.0,0.3,7.27,0.7661,1,100.0
504,10091,Desenvolvedor Full Stack,Design,Senior,3,37,10,Ensino Médio,2,8,INTERMEDIARIO,2,35,4.8,89.1,94,1.0,0.5,0.3,5.96,0.6807,0,30.8
504,10135,Desenvolvedor Full Stack,Design,Senior,3,37,10,Ensino Médio,2,8,AVANCADO,3,50,4.9,86.7,94,1.0,0.5,0.3,6.21,0.7994,0,59.3
505,10178,QA/Tester,Infraestrutura/Cloud,Senior,3,54,11,Superior Completo,5,8,AVANCADO,3,35,4.8,89.3,94,1.0,0.5,1.0,9.08,0.8378,1,100.0
505,10176,QA/Tester,Infraestrutura/Cloud,Senior,3,54,11,Superior Completo,5,8,INTERMEDIARIO,2,32,4.9,91.8,96,1.0,1.0,1.0,10.0,0.8996,1,100.0
505,10181,QA/Tester,Infraestrutura/Cloud,Senior,3,54,11,Superior Completo,5,8,INTERMEDIARIO,2,30,4.9,90.8,96,1.0,1.0,1.0,10.0,0.7891,0,19.3
505,10173,QA/Tester,Infraestrutura/Cloud,Senior,3,54,11,Superior Completo,5,8,INTERMEDIARIO,2,30,4.8,90.7,95,1.0,1.0,0.3,7.16,0.6986,0,94.1
505,10081,QA/Tester,Infraestrutura/Cloud,Senior,3,54,11,Superior Completo,5,8,AVANCADO,3,38,4.7,86.8,92,1.0,0.5,0.3,4.85,0.4867,0,57.2
506,10104,DevOps Engineer,Ciência de Dados,Senior,3,45,14,Superior Completo,5,10,BASICO,1,35,4.8,91.4,95,1.0,1.0,1.0,9.29,0.9639,1,100.0
506,10111,DevOps Engineer,Ciência de Dados,Senior,3,45,14,Superior Completo,5,10,INTERMEDIARIO,2,32,4.7,90.1,94,1.0,1.0,1.0,9.07,0.98,1,100.0
506,10113,DevOps Engineer,Ciência de Dados,Senior,3,45,14,Superior Completo,5,10,AVANCADO,3,28,4.9,87.6,93,1.0,1.0,1.0,9.84,0.8705,1,100.0
506,10041,DevOps Engineer,Ciência de Dados,Senior,3,45,14,Superior Completo,5,10,INTERMEDIARIO,2,25,4.7,89.5,94,1.0,1.0,1.0,10.0,0.8447,1,100.0
506,10014,DevOps Engineer,Ciência de Dados,Senior,3,45,14,Superior Completo,5,10,INTERMEDIARIO,2,30,4.7,83.0,87,1.0,1.0,0.3,6.62,0.5895,1,100.0
506,10010,DevOps Engineer,Ciência de Dados,Senior,3,45,14,Superior Completo,5,10,BASICO,1,35,4.7,86.0,89,1.0,1.0,0.3,6.72,0.8158,1,100.0
507,10016,Engenheiro de Machine Learning,Design,Senior,3,37,17,Ensino Médio,2,4,AVANCADO,3,65,4.8,76.0,83,1.0,0.5,1.0,8.83,0.9009,1,100.0
507,10150,Engenheiro de Machine Learning,Design,Senior,3,37,17,Ensino Médio,2,4,AVANCADO,3,35,4.8,87.9,93,1.0,0.5,1.0,7.66,0.826,0,94.2
507,10017,Engenheiro de Machine Learning,Design,Senior,3,37,17,Ensino Médio,2,4,AVANCADO,3,40,4.7,78.0,84,1.0,0.5,1.0,8.6,0.8939,1,100.0
507,10151,Engenheiro de Machine Learning,Design,Senior,3,37,17,Ensino Médio,2,4,AVANCADO,3,55,4.7,84.6,91,1.0,0.5,1.0,9.83,0.98,1,100.0
507,10147,Engenheiro de Machine Learning,Design,Senior,3,37,17,Ensino Médio,2,4,AVANCADO,3,52,4.9,86.2,94,1.0,0.5,1.0,8.86,0.9111,1,100.0
507,10098,Engenheiro de Machine Learning,Design,Senior,3,37,17,Ensino Médio,2,4,BASICO,1,25,4.8,92.4,96,1.0,0.5,0.3,7.28,0.7097,1,100.0
507,10129,Engenheiro de Machine Learning,Design,Senior,3,37,17,Ensino Médio,2,4,AVANCADO,3,35,4.9,89.7,95,1.0,0.5,0.3,5.67,0.7195,1,100.0
507,10014,Engenheiro de Machine Learning,Design,Senior,3,37,17,Ensino Médio,2,4,INTERMEDIARIO,2,30,4.7,83.0,87,1.0,0.5,0.3,6.63,0.7215,1,100.0
508,10149,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,26,4,Superior Incompleto,4,6,AVANCADO,3,38,4.8,88.3,94,0.3,0.5,1.0,7.45,0.8961,1,100.0
508,10151,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,26,4,Superior Incompleto,4,6,AVANCADO,3,55,4.7,84.6,91,0.3,0.5,1.0,7.49,0.8295,0,91.0
508,10136,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,26,4,Superior Incompleto,4,6,AVANCADO,3,42,4.8,87.9,93,0.3,0.5,0.3,4.35,0.667,1,100.0
508,10110,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,26,4,Superior Incompleto,4,6,INTERMEDIARIO,2,30,4.8,89.7,95,0.3,0.5,0.3,4.0,0.4676,1,100.0
509,10134,Arquiteto de Software,Segurança da Informação,Junior,1,43,0,Superior Incompleto,4,12,AVANCADO,3,45,4.9,88.3,95,0.3,1.0,1.0,8.38,0.7979,1,100.0
509,10137,Arquiteto de Software,Segurança da Informação,Junior,1,43,0,Superior Incompleto,4,12,AVANCADO,3,40,4.9,86.4,93,0.3,1.0,1.0,8.48,0.8418,1,100.0
509,10142,Arquiteto de Software,Segurança da Informação,Junior,1,43,0,Superior Incompleto,4,12,AVANCADO,3,48,4.9,86.9,94,0.3,1.0,1.0,7.7,0.6694,1,100.0
509,10135,Arquiteto de Software,Segurança da Informação,Junior,1,43,0,Superior Incompleto,4,12,AVANCADO,3,50,4.9,86.7,94,0.3,0.5,1.0,6.85,0.6248,1,100.0
509,10151,Arquiteto de Software,Segurança da Informação,Junior,1,43,0,Superior Incompleto,4,12,AVANCADO,3,55,4.7,84.6,91,0.3,0.5,0.3,4.4,0.5142,1,100.0
509,10153,Arquiteto de Software,Segurança da Informação,Junior,1,43,0,Superior Incompleto,4,12,AVANCADO,3,42,4.9,88.1,95,0.3,1.0,0.3,5.63,0.6294,0,24.1
509,10102,Arquiteto de Software,Segurança da Informação,Junior,1,43,0,Superior Incompleto,4,12,INTERMEDIARIO,2,26,4.7,92.9,95,0.3,1.0,0.3,5.41,0.4521,0,50.8
510,10003,Desenvolvedor Full Stack,Tecnologia da Informação,Senior,3,52,5,Pós-graduação,6,8,BASICO,1,15,4.7,90.0,92,1.0,1.0,1.0,9.82,0.8478,1,100.0
510,10034,Desenvolvedor Full Stack,Tecnologia da Informação,Senior,3,52,5,Pós-graduação,6,8,BASICO,1,30,4.8,92.5,97,1.0,1.0,1.0,10.0,0.9185,1,100.0
510,10085,Desenvolvedor Full Stack,Tecnologia da Informação,Senior,3,52,5,Pós-graduação,6,8,AVANCADO,3,48,4.9,86.7,93,1.0,0.5,0.3,5.74,0.5262,1,100.0
511,10004,Desenvolvedor Frontend,Suporte Técnico,Junior,1,22,0,Ensino Fundamental,1,2,INTERMEDIARIO,2,45,4.6,82.0,86,0.3,0.5,1.0,6.81,0.7517,1,100.0
511,10046,Desenvolvedor Frontend,Suporte Técnico,Junior,1,22,0,Ensino Fundamental,1,2,BASICO,1,28,4.8,92.8,95,1.0,0.5,1.0,9.63,0.98,1,100.0
511,10002,Desenvolvedor Frontend,Suporte Técnico,Junior,1,22,0,Ensino Fundamental,1,2,BASICO,1,40,4.6,83.0,87,1.0,0.5,1.0,9.15,0.8699,1,100.0
511,10045,Desenvolvedor Frontend,Suporte Técnico,Junior,1,22,0,Ensino Fundamental,1,2,INTERMEDIARIO,2,30,4.9,90.5,95,0.3,0.5,1.0,6.89,0.6012,1,100.0
511,10020,Desenvolvedor Frontend,Suporte Técnico,Junior,1,22,0,Ensino Fundamental,1,2,BASICO,1,25,4.7,88.0,91,1.0,0.5,0.3,5.44,0.5056,0,11.0
511,10181,Desenvolvedor Frontend,Suporte Técnico,Junior,1,22,0,Ensino Fundamental,1,2,INTERMEDIARIO,2,30,4.9,90.8,96,0.3,0.5,0.3,5.03,0.5502,0,81.5
512,10120,Designer UX/UI,Desenvolvimento de Software,Senior,3,31,11,Doutorado,8,6,INTERMEDIARIO,2,24,4.9,92.3,96,1.0,1.0,1.0,9.92,0.98,1,100.0
512,10123,Designer UX/UI,Desenvolvimento de Software,Senior,3,31,11,Doutorado,8,6,BASICO,1,18,4.8,94.8,98,1.0,1.0,1.0,9.71,0.9632,1,100.0
512,10020,Designer UX/UI,Desenvolvimento de Software,Senior,3,31,11,Doutorado,8,6,BASICO,1,25,4.7,88.0,91,1.0,0.5,1.0,8.43,0.935,1,100.0
512,10116,Designer UX/UI,Desenvolvimento de Software,Senior,3,31,11,Doutorado,8,6,BASICO,1,28,4.8,94.2,97,1.0,0.5,1.0,8.87,0.9672,1,100.0
512,10067,Designer UX/UI,Desenvolvimento de Software,Senior,3,31,11,Doutorado,8,6,INTERMEDIARIO,2,46,4.8,88.7,94,1.0,0.5,0.3,6.54,0.4271,0,39.8
512,10129,Designer UX/UI,Desenvolvimento de Software,Senior,3,31,11,Doutorado,8,6,AVANCADO,3,35,4.9,89.7,95,1.0,0.5,0.3,6.39,0.6476,0,71.6
513,10134,Arquiteto de Software,Ciência de Dados,Senior,3,41,10,Pós-graduação,6,4,AVANCADO,3,45,4.9,88.3,95,1.0,0.5,1.0,8.77,0.786,0,49.7
513,10135,Arquiteto de Software,Ciência de Dados,Senior,3,41,10,Pós-graduação,6,4,AVANCADO,3,50,4.9,86.7,94,1.0,0.5,1.0,9.92,0.8045,0,12.1
513,10138,Arquiteto de Software,Ciência de Dados,Senior,3,41,10,Pós-graduação,6,4,AVANCADO,3,38,4.8,89.1,94,1.0,0.5,1.0,10.0,0.7802,1,100.0
513,10070,Arquiteto de Software,Ciência de Dados,Senior,3,41,10,Pós-graduação,6,4,AVANCADO,3,35,4.9,88.3,94,1.0,0.5,0.3,5.65,0.614,0,34.2
513,10122,Arquiteto de Software,Ciência de Dados,Senior,3,41,10,Pós-graduação,6,4,BASICO,1,20,4.7,93.6,96,1.0,0.5,0.3,6.64,0.6077,1,100.0
514,10141,Arquiteto de Software,Estudante,Senior,3,42,17,Superior Incompleto,4,20,AVANCADO,3,32,4.7,87.3,93,1.0,1.0,1.0,10.0,0.8283,1,100.0
514,10140,Arquiteto de Software,Estudante,Senior,3,42,17,Superior Incompleto,4,20,AVANCADO,3,35,4.8,88.7,94,1.0,1.0,1.0,10.0,0.9296,1,100.0
514,10136,Arquiteto de Software,Estudante,Senior,3,42,17,Superior Incompleto,4,20,AVANCADO,3,42,4.8,87.9,93,1.0,1.0,1.0,10.0,0.923,1,100.0
514,10009,Arquiteto de Software,Estudante,Senior,3,42,17,Superior Incompleto,4,20,AVANCADO,3,55,4.8,78.0,85,1.0,1.0,1.0,9.45,0.98,1,100.0
514,10134,Arquiteto de Software,Estudante,Senior,3,42,17,Superior Incompleto,4,20,AVANCADO,3,45,4.9,88.3,95,1.0,1.0,1.0,9.46,0.98,1,100.0
514,10071,Arquiteto de Software,Estudante,Senior,3,42,17,Superior Incompleto,4,20,INTERMEDIARIO,2,20,4.7,90.1,94,1.0,1.0,0.3,7.77,0.6103,1,100.0
514,10085,Arquiteto de Software,Estudante,Senior,3,42,17,Superior Incompleto,4,20,AVANCADO,3,48,4.9,86.7,93,1.0,1.0,0.3,5.84,0.6304,1,100.0
514,10078,Arquiteto de Software,Estudante,Senior,3,42,17,Superior Incompleto,4,20,INTERMEDIARIO,2,30,4.8,90.7,95,1.0,1.0,0.3,7.06,0.6757,0,70.8
515,10148,Engenheiro de Machine Learning,Outro,Senior,3,48,14,Técnico,3,4,AVANCADO,3,48,4.9,87.6,95,1.0,0.5,1.0,9.82,0.6867,0,83.0
515,10017,Engenheiro de Machine Learning,Outro,Senior,3,48,14,Técnico,3,4,AVANCADO,3,40,4.7,78.0,84,1.0,0.5,1.0,9.82,0.98,1,100.0
515,10054,Engenheiro de Machine Learning,Outro,Senior,3,48,14,Técnico,3,4,INTERMEDIARIO,2,42,4.8,89.7,94,1.0,0.5,0.3,5.71,0.6975,1,100.0
515,10081,Engenheiro de Machine Learning,Outro,Senior,3,48,14,Técnico,3,4,AVANCADO,3,38,4.7,86.8,92,1.0,0.5,0.3,6.43,0.4741,1,100.0
516,10177,QA/Tester,Desenvolvimento de Software,Senior,3,40,11,Mestrado,7,10,INTERMEDIARIO,2,28,4.8,92.4,96,1.0,1.0,1.0,10.0,0.764,0,24.1
516,10183,QA/Tester,Desenvolvimento de Software,Senior,3,40,11,Mestrado,7,10,INTERMEDIARIO,2,24,4.8,92.7,96,1.0,1.0,1.0,9.53,0.9401,1,100.0
516,10145,QA/Tester,Desenvolvimento de Software,Senior,3,40,11,Mestrado,7,10,AVANCADO,3,50,4.9,85.8,94,1.0,0.5,0.3,6.44,0.4408,1,100.0
517,10054,Desenvolvedor Backend,Outro,Intermediário,2,37,12,Ensino Fundamental,1,6,INTERMEDIARIO,2,42,4.8,89.7,94,1.0,0.5,1.0,8.88,0.6392,1,100.0
517,10059,Desenvolvedor Backend,Outro,Intermediário,2,37,12,Ensino Fundamental,1,6,AVANCADO,3,35,4.9,89.1,95,0.3,0.5,1.0,7.33,0.5695,1,100.0
517,10009,Desenvolvedor Backend,Outro,Intermediário,2,37,12,Ensino Fundamental,1,6,AVANCADO,3,55,4.8,78.0,85,0.3,0.5,1.0,7.53,0.6314,0,77.1
517,10062,Desenvolvedor Backend,Outro,Intermediário,2,37,12,Ensino Fundamental,1,6,INTERMEDIARIO,2,30,4.8,89.5,93,1.0,0.5,1.0,8.9,0.7849,0,75.9
517,10010,Desenvolvedor Backend,Outro,Intermediário,2,37,12,Ensino Fundamental,1,6,BASICO,1,35,4.7,86.0,89,1.0,0.5,0.3,5.98,0.6026,0,31.8
517,10141,Desenvolvedor Backend,Outro,Intermediário,2,37,12,Ensino Fundamental,1,6,AVANCADO,3,32,4.7,87.3,93,0.3,0.5,0.3,4.92,0.4623,0,88.5
517,10035,Desenvolvedor Backend,Outro,Intermediário,2,37,12,Ensino Fundamental,1,6,INTERMEDIARIO,2,40,4.9,89.3,94,1.0,0.5,0.3,7.18,0.5063,0,60.0
518,10015,Cientista de Dados,Qualidade de Software,Senior,3,33,14,Ensino Médio,2,12,INTERMEDIARIO,2,55,4.8,80.0,85,1.0,0.5,1.0,9.46,0.8389,1,100.0
518,10079,Cientista de Dados,Qualidade de Software,Senior,3,33,14,Ensino Médio,2,12,AVANCADO,3,55,4.9,85.4,94,1.0,0.5,1.0,9.55,0.8706,1,100.0
518,10011,Cientista de Dados,Qualidade de Software,Senior,3,33,14,Ensino Médio,2,12,BASICO,1,30,4.6,84.0,87,1.0,1.0,1.0,10.0,0.8016,1,100.0
518,10075,Cientista de Dados,Qualidade de Software,Senior,3,33,14,Ensino Médio,2,12,INTERMEDIARIO,2,42,4.8,88.9,95,1.0,1.0,1.0,10.0,0.98,1,100.0
518,10164,Cientista de Dados,Qualidade de Software,Senior,3,33,14,Ensino Médio,2,12,BASICO,1,35,4.8,91.6,96,1.0,1.0,0.3,6.84,0.6172,0,32.9
518,10001,Cientista de Dados,Qualidade de Software,Senior,3,33,14,Ensino Médio,2,12,BASICO,1,30,4.5,85.0,88,1.0,1.0,0.3,7.03,0.7941,1,100.0
519,10012,Cientista de Dados,Infraestrutura/Cloud,Junior,1,38,0,Doutorado,8,12,INTERMEDIARIO,2,45,4.7,82.0,86,0.3,1.0,1.0,7.45,0.6806,1,100.0
519,10080,Cientista de Dados,Infraestrutura/Cloud,Junior,1,38,0,Doutorado,8,12,AVANCADO,3,32,4.8,88.1,93,0.3,1.0,1.0,8.13,0.7315,1,100.0
519,10015,Cientista de Dados,Infraestrutura/Cloud,Junior,1,38,0,Doutorado,8,12,INTERMEDIARIO,2,55,4.8,80.0,85,0.3,0.5,1.0,7.09,0.8033,1,100.0
519,10140,Cientista de Dados,Infraestrutura/Cloud,Junior,1,38,0,Doutorado,8,12,AVANCADO,3,35,4.8,88.7,94,0.3,1.0,0.3,5.91,0.6336,0,72.6
519,10162,Cientista de Dados,Infraestrutura/Cloud,Junior,1,38,0,Doutorado,8,12,AVANCADO,3,38,4.7,87.9,93,0.3,1.0,0.3,5.48,0.4942,1,100.0
520,10177,QA/Tester,Desenvolvimento de Software,Senior,3,25,5,Doutorado,8,8,INTERMEDIARIO,2,28,4.8,92.4,96,1.0,1.0,1.0,8.97,0.98,1,100.0
520,10175,QA/Tester,Desenvolvimento de Software,Senior,3,25,5,Doutorado,8,8,INTERMEDIARIO,2,38,4.9,90.6,96,1.0,0.5,1.0,9.94,0.6962,1,100.0
520,10180,QA/Tester,Desenvolvimento de Software,Senior,3,25,5,Doutorado,8,8,INTERMEDIARIO,2,26,4.7,91.6,95,1.0,1.0,1.0,10.0,0.9054,1,100.0
520,10066,QA/Tester,Desenvolvimento de Software,Senior,3,25,5,Doutorado,8,8,INTERMEDIARIO,2,50,4.8,87.9,94,1.0,0.5,0.3,6.26,0.573,0,74.2
520,10115,QA/Tester,Desenvolvimento de Software,Senior,3,25,5,Doutorado,8,8,INTERMEDIARIO,2,35,4.9,92.8,98,1.0,0.5,0.3,6.63,0.6254,1,100.0
521,10004,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,39,14,Técnico,3,4,INTERMEDIARIO,2,45,4.6,82.0,86,1.0,0.5,1.0,8.05,0.7742,1,100.0
521,10066,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,39,14,Técnico,3,4,INTERMEDIARIO,2,50,4.8,87.9,94,1.0,0.5,1.0,9.39,0.9199,1,100.0
521,10146,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,39,14,Técnico,3,4,AVANCADO,3,45,4.8,86.9,94,1.0,0.5,0.3,5.78,0.6098,1,100.0
521,10127,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,39,14,Técnico,3,4,INTERMEDIARIO,2,26,4.8,92.3,96,1.0,0.5,0.3,6.09,0.6597,0,55.8
522,10108,DevOps Engineer,Suporte Técnico,Junior,1,18,0,Técnico,3,4,AVANCADO,3,40,4.9,88.3,94,0.3,0.5,1.0,7.29,0.5746,0,49.3
522,10041,DevOps Engineer,Suporte Técnico,Junior,1,18,0,Técnico,3,4,INTERMEDIARIO,2,25,4.7,89.5,94,0.3,0.5,1.0,7.61,0.6342,1,100.0
522,10153,DevOps Engineer,Suporte Técnico,Junior,1,18,0,Técnico,3,4,AVANCADO,3,42,4.9,88.1,95,0.3,0.5,0.3,4.56,0.6306,1,100.0
523,10003,Desenvolvedor Full Stack,Outro,Intermediário,2,34,7,Superior Completo,5,15,BASICO,1,15,4.7,90.0,92,1.0,1.0,1.0,9.56,0.9544,1,100.0
523,10036,Desenvolvedor Full Stack,Outro,Intermediário,2,34,7,Superior Completo,5,15,INTERMEDIARIO,2,45,4.9,88.7,94,1.0,1.0,1.0,9.07,0.98,1,100.0
523,10002,Desenvolvedor Full Stack,Outro,Intermediário,2,34,7,Superior Completo,5,15,BASICO,1,40,4.6,83.0,87,1.0,1.0,1.0,10.0,0.98,1,100.0
523,10169,Desenvolvedor Full Stack,Outro,Intermediário,2,34,7,Superior Completo,5,15,AVANCADO,3,45,4.9,87.3,95,0.3,1.0,0.3,5.03,0.4998,0,60.6
523,10019,Desenvolvedor Full Stack,Outro,Intermediário,2,34,7,Superior Completo,5,15,BASICO,1,35,4.6,86.0,89,1.0,1.0,0.3,6.92,0.7289,1,100.0
524,10037,Desenvolvedor Backend,Qualidade de Software,Senior,3,29,7,Mestrado,7,20,INTERMEDIARIO,2,38,4.8,87.2,92,1.0,1.0,1.0,9.69,0.98,1,100.0
524,10059,Desenvolvedor Backend,Qualidade de Software,Senior,3,29,7,Mestrado,7,20,AVANCADO,3,35,4.9,89.1,95,1.0,1.0,1.0,10.0,0.98,1,100.0
524,10007,Desenvolvedor Backend,Qualidade de Software,Senior,3,29,7,Mestrado,7,20,AVANCADO,3,30,4.7,81.0,86,1.0,1.0,1.0,10.0,0.98,1,100.0
524,10061,Desenvolvedor Backend,Qualidade de Software,Senior,3,29,7,Mestrado,7,20,AVANCADO,3,50,4.7,85.9,91,1.0,1.0,1.0,9.89,0.98,1,100.0
524,10091,Desenvolvedor Backend,Qualidade de Software,Senior,3,29,7,Mestrado,7,20,INTERMEDIARIO,2,35,4.8,89.1,94,1.0,1.0,0.3,6.87,0.7176,1,100.0
524,10106,Desenvolvedor Backend,Qualidade de Software,Senior,3,29,7,Mestrado,7,20,AVANCADO,3,48,4.9,86.8,95,1.0,1.0,0.3,7.59,0.6334,0,68.7
525,10019,Designer UX/UI,Marketing Digital,Junior,1,21,0,Mestrado,7,2,BASICO,1,35,4.6,86.0,89,1.0,0.5,1.0,9.95,0.9535,1,100.0
525,10119,Designer UX/UI,Marketing Digital,Junior,1,21,0,Mestrado,7,2,INTERMEDIARIO,2,30,4.8,90.8,95,0.3,0.5,1.0,6.8,0.7944,1,100.0
525,10022,Designer UX/UI,Marketing Digital,Junior,1,21,0,Mestrado,7,2,INTERMEDIARIO,2,30,4.6,85.0,88,0.3,0.5,1.0,7.07,0.7057,1,100.0
525,10172,Designer UX/UI,Marketing Digital,Junior,1,21,0,Mestrado,7,2,AVANCADO,3,44,4.7,87.6,93,0.3,0.5,0.3,4.56,0.5726,1,100.0
525,10034,Designer UX/UI,Marketing Digital,Junior,1,21,0,Mestrado,7,2,BASICO,1,30,4.8,92.5,97,1.0,0.5,0.3,6.68,0.5824,1,100.0
526,10143,Arquiteto de Software,Tecnologia da Informação,Senior,3,36,15,Técnico,3,8,INTERMEDIARIO,2,20,4.8,91.4,95,1.0,1.0,1.0,10.0,0.98,1,100.0
526,10009,Arquiteto de Software,Tecnologia da Informação,Senior,3,36,15,Técnico,3,8,AVANCADO,3,55,4.8,78.0,85,1.0,0.5,1.0,9.23,0.8215,0,70.2
526,10140,Arquiteto de Software,Tecnologia da Informação,Senior,3,36,15,Técnico,3,8,AVANCADO,3,35,4.8,88.7,94,1.0,0.5,1.0,9.34,0.7964,0,46.2
526,10053,Arquiteto de Software,Tecnologia da Informação,Senior,3,36,15,Técnico,3,8,AVANCADO,3,28,4.6,87.9,92,1.0,1.0,0.3,6.35,0.5235,1,100.0
526,10092,Arquiteto de Software,Tecnologia da Informação,Senior,3,36,15,Técnico,3,8,AVANCADO,3,30,4.7,88.7,93,1.0,1.0,0.3,6.69,0.7991,1,100.0
527,10086,Engenheiro de Dados,Ciência de Dados,Intermediário,2,22,3,Superior Completo,5,4,INTERMEDIARIO,2,32,4.8,88.9,94,1.0,0.5,1.0,8.79,0.98,1,100.0
527,10091,Engenheiro de Dados,Ciência de Dados,Intermediário,2,22,3,Superior Completo,5,4,INTERMEDIARIO,2,35,4.8,89.1,94,1.0,0.5,1.0,9.32,0.8612,0,51.2
527,10087,Engenheiro de Dados,Ciência de Dados,Intermediário,2,22,3,Superior Completo,5,4,INTERMEDIARIO,2,38,4.7,89.4,93,1.0,0.5,1.0,8.4,0.7975,1,100.0
527,10045,Engenheiro de Dados,Ciência de Dados,Intermediário,2,22,3,Superior Completo,5,4,INTERMEDIARIO,2,30,4.9,90.5,95,1.0,0.5,0.3,6.79,0.6222,1,100.0
527,10098,Engenheiro de Dados,Ciência de Dados,Intermediário,2,22,3,Superior Completo,5,4,BASICO,1,25,4.8,92.4,96,1.0,0.5,0.3,6.09,0.778,0,93.4
528,10068,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,23,5,Pós-graduação,6,2,BASICO,1,22,4.7,92.4,95,1.0,0.5,1.0,9.47,0.6797,1,100.0
528,10070,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,23,5,Pós-graduação,6,2,AVANCADO,3,35,4.9,88.3,94,1.0,0.5,1.0,9.24,0.8038,1,100.0
528,10065,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,23,5,Pós-graduação,6,2,INTERMEDIARIO,2,48,4.9,90.2,96,1.0,0.5,1.0,9.13,0.8384,1,100.0
528,10069,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,23,5,Pós-graduação,6,2,AVANCADO,3,32,4.8,87.6,92,1.0,0.5,1.0,8.96,0.8078,1,100.0
